Customer_ID,Churn_Predict,Probabilidade,Gênero,Idade,Casado,Estado,Número_de_Indicações,Tempo_de_Contrato_Meses,Promoção,Serviço_Telefônico,Múltiplas_Linhas,Serviço_de_Internet,Tipo_de_Internet,Segurança_Online,Backup_Online,Proteção_de_Dispositivo,Suporte_Premium,TV_Streaming,Filmes_Streaming,Música_Streaming,Dados_Ilimitados,Contrato,Fatura_Digital,Método_de_Pagamento,Cobrança_Mensal,Total_Cobrado,Total_Reembolsos,Cobranças_Extras_de_Dados,Cobranças_de_Ligações_Longas,Receita_Total,Status_do_Cliente,Categoria_de_Churn,Motivo_de_Churn,Status_do_Churn,Faixa_Carga_Mensal,Faixa_Idade,Faixa_Tempo_Contrato
22329-HAR,1,0.8815898830740753,Masculino,76,Não,Haryana,12,20,Nenhuma,Não,Não,Sim,Cabo,Não,Não,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,34.65,768.45,0.0,0,0.0,768.45,Permaneceu,Outros,Outros,0,20-50,> 50,18-24 Meses
79918-MAH,1,0.7372636553397762,Feminino,26,Não,Maharashtra,1,20,Nenhuma,Sim,Não,Sim,Cabo,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque por Correio,70.05,564.4,0.0,0,134.19,698.59,Permaneceu,Outros,Outros,0,50-100,20-35,18-24 Meses
94907-HAR,1,0.6697621553019982,Masculino,63,Não,Haryana,10,1,Promoção 4,Sim,Não,Sim,Fibra Óptica,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Mensal,Sim,Débito em Conta,84.6,959.9,0.0,0,468.0,1427.9,Permaneceu,Outros,Outros,0,50-100,> 50,< 6 Meses
23445-MAH,1,0.6679967897904402,Feminino,46,Sim,Maharashtra,0,31,Nenhuma,Não,Não,Sim,DSL,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Não,Débito em Conta,25.05,189.95,0.0,0,0.0,189.95,Permaneceu,Outros,Outros,0,20-50,36-50,>= 24 Meses
42100-TEL,1,0.8815534805476061,Masculino,59,Não,Telangana,1,7,Nenhuma,Não,Não,Sim,DSL,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Débito em Conta,24.95,190.25,0.0,0,0.0,190.25,Permaneceu,Outros,Outros,0,20-50,> 50,6-12 Meses
42561-GUJ,1,0.8132416389148156,Feminino,57,Sim,Gujarat,10,17,Promoção 5,Sim,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Não,Débito em Conta,48.8,349.8,0.0,0,63.7,413.5,Permaneceu,Outros,Outros,0,20-50,> 50,12-18 Meses
99036-KAR,1,0.8140685930922341,Masculino,28,Sim,Karnataka,1,11,Promoção 4,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Débito em Conta,91.0,1430.05,0.0,0,453.3,1883.35,Permaneceu,Outros,Outros,0,50-100,20-35,6-12 Meses
88047-KAR,1,0.70867948508203,Feminino,60,Sim,Karnataka,0,19,Nenhuma,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cartão de Crédito,80.55,1248.9,0.0,0,546.88,1795.78,Permaneceu,Outros,Outros,0,50-100,> 50,18-24 Meses
48955-TEL,1,0.699643490501944,Feminino,24,Não,Telangana,14,12,Promoção 4,Sim,Não,Sim,Fibra Óptica,Não,Não,Sim,Não,Não,Não,Não,Sim,Mensal,Não,Débito em Conta,72.9,818.45,0.0,0,201.63,1020.08,Permaneceu,Outros,Outros,0,50-100,20-35,12-18 Meses
26902-TEL,1,0.7513446472343277,Masculino,52,Sim,Telangana,7,2,Nenhuma,Sim,Não,Sim,Fibra Óptica,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,95.85,95.85,0.0,0,2.7,98.55,Novo Cliente,Outros,Outros,0,50-100,> 50,< 6 Meses
97497-RAJ,1,0.8712701634922886,Masculino,24,Sim,Rajasthan,9,8,Promoção 5,Sim,Não,Sim,DSL,Não,Sim,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Débito em Conta,49.9,49.9,0.0,0,6.35,56.25,Novo Cliente,Outros,Outros,0,20-50,20-35,6-12 Meses
47938-BIH,1,0.7319472662738239,Feminino,32,Não,Bihar,11,24,Nenhuma,Não,Não,Sim,DSL,Não,Sim,Não,Não,Não,Não,Não,Sim,Mensal,Não,Débito em Conta,29.15,357.15,0.0,0,0.0,357.15,Permaneceu,Outros,Outros,0,20-50,20-35,>= 24 Meses
24525-HAR,1,0.6571009700865292,Feminino,38,Não,Haryana,14,30,Promoção 4,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Cartão de Crédito,89.1,1949.4,0.0,0,649.88,2599.28,Permaneceu,Outros,Outros,0,50-100,36-50,>= 24 Meses
84843-MAD,1,0.9403754210633132,Feminino,57,Sim,Madhya Pradesh,11,8,Nenhuma,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Débito em Conta,75.1,75.1,0.0,0,4.53,79.63,Novo Cliente,Outros,Outros,0,50-100,> 50,6-12 Meses
37048-KAR,1,0.665563425190467,Feminino,30,Sim,Karnataka,0,4,Nenhuma,Sim,Não,Sim,Cabo,Não,Sim,Não,Não,Não,Não,Não,Sim,Mensal,Não,Cheque por Correio,49.25,208.45,0.0,0,152.04,360.49,Permaneceu,Outros,Outros,0,20-50,20-35,< 6 Meses
22994-TEL,1,0.770230130819639,Feminino,37,Não,Telangana,4,20,Promoção 1,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,105.2,6936.85,0.0,0,2787.18,9724.03,Permaneceu,Outros,Outros,0,> 100,36-50,18-24 Meses
48939-BIH,1,0.7603327358708272,Feminino,38,Sim,Bihar,1,6,Nenhuma,Sim,Não,Sim,DSL,Não,Sim,Não,Não,Não,Não,Não,Sim,Mensal,Não,Débito em Conta,49.95,49.95,0.0,0,44.98,94.93,Novo Cliente,Outros,Outros,0,20-50,36-50,6-12 Meses
82252-TAM,1,0.895914885571088,Masculino,58,Não,Tamil Nadu,0,5,Nenhuma,Sim,Não,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,94.7,3512.5,0.0,0,766.8,4279.3,Permaneceu,Outros,Outros,0,50-100,> 50,< 6 Meses
55246-CHH,1,0.9444534953371886,Feminino,53,Não,Chhattisgarh,11,18,Promoção 5,Sim,Não,Sim,Fibra Óptica,Não,Não,Sim,Não,Não,Não,Não,Sim,Mensal,Sim,Débito em Conta,74.9,490.55,0.0,0,242.13,732.68,Permaneceu,Outros,Outros,0,50-100,> 50,18-24 Meses
67882-UTT,1,0.7752076447620934,Feminino,44,Não,Uttar Pradesh,3,16,Promoção 5,Sim,Não,Sim,DSL,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Não,Débito em Conta,43.8,43.8,0.0,0,37.5,81.3,Novo Cliente,Outros,Outros,0,20-50,36-50,12-18 Meses
47334-TEL,1,0.8864768325796372,Masculino,30,Não,Telangana,0,31,Nenhuma,Sim,Não,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Débito em Conta,81.45,912.0,0.0,0,132.48,1044.48,Permaneceu,Outros,Outros,0,50-100,20-35,>= 24 Meses
78149-BIH,1,0.6858721442090701,Masculino,33,Sim,Bihar,5,24,Promoção 4,Não,Não,Sim,DSL,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Débito em Conta,25.15,468.35,0.0,0,0.0,468.35,Permaneceu,Outros,Outros,0,20-50,20-35,>= 24 Meses
43303-DEL,1,0.7636176557544477,Feminino,67,Não,Delhi,3,9,Nenhuma,Sim,Não,Sim,Fibra Óptica,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,87.3,1637.3,0.0,0,566.2,2203.5,Permaneceu,Outros,Outros,0,50-100,> 50,6-12 Meses
84192-TEL,1,0.7214315709008754,Feminino,60,Não,Telangana,13,32,Nenhuma,Sim,Não,Sim,DSL,Não,Sim,Não,Não,Não,Não,Não,Sim,Mensal,Não,Débito em Conta,51.1,531.15,0.0,0,32.45,563.6,Permaneceu,Outros,Outros,0,50-100,> 50,>= 24 Meses
78253-GUJ,1,0.9534362520147344,Masculino,63,Não,Gujarat,13,30,Nenhuma,Sim,Não,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,85.0,85.0,0.0,0,15.2,100.2,Novo Cliente,Outros,Outros,0,50-100,> 50,>= 24 Meses
66868-HAR,1,0.9296139409523342,Feminino,25,Sim,Haryana,13,10,Nenhuma,Sim,Não,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Sim,Débito em Conta,70.25,70.25,0.0,10,10.05,90.3,Novo Cliente,Outros,Outros,0,50-100,20-35,6-12 Meses
73218-TAM,1,0.7062568164606705,Feminino,70,Sim,Tamil Nadu,6,9,Nenhuma,Sim,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Não,Sim,Não,Sim,Mensal,Sim,Cartão de Crédito,88.75,5348.65,0.0,0,952.85,6301.5,Permaneceu,Outros,Outros,0,50-100,> 50,6-12 Meses
76587-WES,1,0.9261663832123612,Feminino,67,Não,West Bengal,6,18,Promoção 3,Sim,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,100.05,3810.55,0.0,0,646.02,4456.57,Permaneceu,Outros,Outros,0,> 100,> 50,18-24 Meses
26949-MAH,1,0.7072890154140872,Feminino,50,Não,Maharashtra,2,19,Promoção 2,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Mensal,Sim,Débito em Conta,93.4,3756.4,4.18,0,113.2,3865.42,Permaneceu,Outros,Outros,0,50-100,36-50,18-24 Meses
88050-GUJ,1,0.8853659766158952,Feminino,44,Sim,Gujarat,8,15,Promoção 4,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Débito em Conta,76.6,893.0,0.0,0,313.56,1206.56,Permaneceu,Outros,Outros,0,50-100,36-50,12-18 Meses
74518-ODI,1,0.7525108838896049,Feminino,27,Não,Odisha,13,13,Promoção 5,Sim,Não,Sim,DSL,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Não,Débito em Conta,44.45,82.7,0.0,0,37.4,120.1,Novo Cliente,Outros,Outros,0,20-50,20-35,12-18 Meses
83486-MAH,1,0.6633737749999536,Masculino,34,Não,Maharashtra,5,4,Promoção 5,Sim,Não,Sim,Fibra Óptica,Não,Não,Sim,Não,Não,Não,Não,Sim,Mensal,Não,Cartão de Crédito,75.35,75.35,0.0,0,38.89,114.24,Novo Cliente,Outros,Outros,0,50-100,20-35,< 6 Meses
51798-PUN,1,0.9024415210757708,Masculino,63,Sim,Punjab,2,18,Nenhuma,Sim,Não,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,89.75,1938.9,0.0,0,492.36,2431.26,Permaneceu,Outros,Outros,0,50-100,> 50,18-24 Meses
64957-KAR,1,0.9245253218840036,Feminino,51,Não,Karnataka,11,4,Nenhuma,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,84.9,2516.2,47.04,0,275.21,2744.37,Permaneceu,Outros,Outros,0,50-100,> 50,< 6 Meses
71598-TAM,1,0.7691288776288071,Feminino,31,Sim,Tamil Nadu,9,20,Promoção 5,Sim,Não,Sim,DSL,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Débito em Conta,45.45,411.75,0.0,0,40.72,452.47,Permaneceu,Outros,Outros,0,20-50,20-35,18-24 Meses
11751-TAM,1,0.7894624830194461,Feminino,18,Não,Tamil Nadu,5,7,Promoção 5,Não,Não,Sim,DSL,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Não,Cheque por Correio,24.3,38.45,0.0,0,0.0,38.45,Novo Cliente,Outros,Outros,0,20-50,< 20,6-12 Meses
27514-AND,1,0.7251895946545992,Masculino,61,Sim,Andhra Pradesh,12,20,Nenhuma,Sim,Não,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Não,Não,Sim,Mensal,Não,Débito em Conta,85.45,2289.9,0.0,0,89.04,2378.94,Permaneceu,Outros,Outros,0,50-100,> 50,18-24 Meses
78891-BIH,1,0.6775681118559325,Feminino,33,Sim,Bihar,9,15,Promoção 3,Sim,Não,Sim,Fibra Óptica,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,89.2,2383.6,0.0,0,1069.74,3453.34,Permaneceu,Outros,Outros,0,50-100,20-35,12-18 Meses
34319-UTT,1,0.6949123676902843,Masculino,40,Sim,Uttar Pradesh,12,25,Promoção 5,Sim,Não,Sim,DSL,Não,Sim,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cartão de Crédito,50.15,50.15,0.0,0,20.3,70.45,Novo Cliente,Outros,Outros,0,50-100,36-50,>= 24 Meses
73044-KAR,1,0.7136435553664345,Masculino,23,Sim,Karnataka,15,5,Nenhuma,Sim,Não,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Não,Sim,Mensal,Não,Cartão de Crédito,74.6,74.6,0.0,0,42.99,117.59,Novo Cliente,Outros,Outros,0,50-100,20-35,< 6 Meses
58749-MAD,1,0.8101728940029684,Feminino,63,Sim,Madhya Pradesh,7,9,Nenhuma,Sim,Não,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Sim,Sim,Mensal,Não,Débito em Conta,80.4,2937.65,0.0,0,1775.88,4713.53,Permaneceu,Outros,Outros,0,50-100,> 50,6-12 Meses
52196-RAJ,1,0.7028647986304261,Feminino,45,Sim,Rajasthan,13,33,Promoção 5,Sim,Não,Sim,DSL,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Não,Débito em Conta,44.75,333.65,0.0,0,200.9,534.55,Permaneceu,Outros,Outros,0,20-50,36-50,>= 24 Meses
65623-AND,1,0.7701977656257099,Masculino,43,Não,Andhra Pradesh,8,26,Nenhuma,Sim,Não,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,92.85,5305.05,0.0,0,2766.02,8071.07,Permaneceu,Outros,Outros,0,50-100,36-50,>= 24 Meses
49504-UTT,1,0.8564094844380395,Masculino,81,Não,Uttar Pradesh,10,36,Nenhuma,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Mensal,Sim,Débito em Conta,100.6,3270.25,0.0,0,1455.3,4725.55,Permaneceu,Outros,Outros,0,> 100,> 50,>= 24 Meses
94070-JAM,1,0.9459150915883728,Feminino,21,Sim,Jammu & Kashmir,8,3,Nenhuma,Sim,Não,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,90.1,90.1,0.0,0,24.33,114.43,Novo Cliente,Outros,Outros,0,50-100,20-35,< 6 Meses
85031-RAJ,1,0.8687183636117404,Feminino,60,Não,Rajasthan,1,4,Promoção 5,Sim,Não,Sim,DSL,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Não,Débito em Conta,44.0,44.0,0.0,0,13.4,57.4,Novo Cliente,Outros,Outros,0,20-50,> 50,< 6 Meses
17956-WES,1,0.669681119839543,Masculino,57,Não,West Bengal,2,6,Nenhuma,Sim,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Não,Débito em Conta,49.9,1441.95,0.0,100,166.8,1708.75,Permaneceu,Outros,Outros,0,20-50,> 50,6-12 Meses
79898-PUN,1,0.7589708608115546,Masculino,33,Sim,Punjab,13,17,Nenhuma,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,-7.0,1021.55,0.0,0,264.3,1285.85,Permaneceu,Outros,Outros,0,< 20,20-35,12-18 Meses
17609-MAD,1,0.6782339383757976,Feminino,42,Sim,Madhya Pradesh,8,22,Nenhuma,Sim,Não,Sim,Fibra Óptica,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,85.6,1601.5,0.0,0,504.72,2106.22,Permaneceu,Outros,Outros,0,50-100,36-50,18-24 Meses
59786-WES,1,0.9082389440470576,Feminino,65,Não,West Bengal,10,10,Nenhuma,Sim,Não,Sim,Fibra Óptica,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Mensal,Não,Débito em Conta,86.05,308.1,0.0,0,177.44,485.54,Permaneceu,Outros,Outros,0,50-100,> 50,6-12 Meses
36451-AND,1,0.7564100671576685,Feminino,34,Sim,Andhra Pradesh,2,30,Nenhuma,Sim,Sim,Sim,Cabo,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,64.0,370.25,0.0,0,223.9,594.15,Permaneceu,Outros,Outros,0,50-100,20-35,>= 24 Meses
52140-TAM,1,0.8211199030845836,Feminino,76,Não,Tamil Nadu,2,27,Nenhuma,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Débito em Conta,-10.0,533.05,0.0,0,149.59,682.64,Permaneceu,Outros,Outros,0,< 20,> 50,>= 24 Meses
82483-BIH,1,0.8127925502787664,Feminino,80,Não,Bihar,14,3,Promoção 2,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Mensal,Sim,Débito em Conta,104.4,4133.95,0.0,0,259.53,4393.48,Permaneceu,Outros,Outros,0,> 100,> 50,< 6 Meses
28873-TAM,1,0.8764440227240924,Masculino,55,Não,Tamil Nadu,7,4,Nenhuma,Sim,Não,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Não,Sim,Mensal,Não,Débito em Conta,74.95,151.75,0.0,0,7.52,159.27,Novo Cliente,Outros,Outros,0,50-100,> 50,< 6 Meses
84789-PUN,1,0.7598576127278523,Masculino,46,Não,Punjab,9,19,Promoção 5,Sim,Não,Sim,Fibra Óptica,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,107.95,318.6,0.0,0,37.98,356.58,Novo Cliente,Outros,Outros,0,> 100,36-50,18-24 Meses
39549-KAR,1,0.8982276698786218,Feminino,55,Não,Karnataka,0,28,Nenhuma,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Débito em Conta,73.1,4144.9,0.0,0,491.15,4636.05,Permaneceu,Outros,Outros,0,50-100,> 50,>= 24 Meses
12236-BIH,1,0.8295369059526433,Feminino,34,Sim,Bihar,5,11,Promoção 5,Sim,Não,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Cartão de Crédito,85.3,420.45,0.0,10,228.7,659.15,Permaneceu,Outros,Outros,0,50-100,20-35,6-12 Meses
18081-TAM,1,0.8871188554412462,Feminino,20,Sim,Tamil Nadu,11,7,Nenhuma,Sim,Não,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,79.95,1043.4,0.0,0,480.72,1524.12,Permaneceu,Outros,Outros,0,50-100,20-35,6-12 Meses
98676-MAD,1,0.659172607905502,Feminino,61,Sim,Madhya Pradesh,13,3,Promoção 2,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Mensal,Não,Débito em Conta,98.6,5581.05,0.0,0,615.44,6196.49,Permaneceu,Outros,Outros,0,50-100,> 50,< 6 Meses
16068-BIH,1,0.7562272974680216,Feminino,44,Sim,Bihar,4,25,Promoção 5,Não,Não,Sim,DSL,Não,Não,Não,Não,Não,Não,Não,Não,Mensal,Não,Débito em Conta,25.25,25.25,0.0,10,0.0,35.25,Novo Cliente,Outros,Outros,0,20-50,36-50,>= 24 Meses
23983-MAH,1,0.8946746451335333,Feminino,32,Sim,Maharashtra,2,34,Promoção 5,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Débito em Conta,85.5,791.7,0.0,0,103.5,895.2,Permaneceu,Outros,Outros,0,50-100,20-35,>= 24 Meses
64050-UTT,1,0.6509291403579813,Feminino,19,Não,Uttar Pradesh,4,4,Promoção 4,Sim,Não,Sim,Fibra Óptica,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,99.15,1956.4,0.0,0,128.52,2084.92,Permaneceu,Outros,Outros,0,50-100,< 20,< 6 Meses
91617-AND,1,0.894549774694567,Feminino,76,Não,Andhra Pradesh,6,24,Nenhuma,Não,Não,Sim,DSL,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,44.4,263.05,0.0,0,0.0,263.05,Permaneceu,Outros,Outros,0,20-50,> 50,>= 24 Meses
84613-BIH,1,0.7959855136901388,Feminino,30,Não,Bihar,8,22,Promoção 5,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cartão de Crédito,79.15,79.15,0.0,60,18.0,157.15,Novo Cliente,Outros,Outros,0,50-100,20-35,18-24 Meses
91320-PUD,1,0.8307174991539522,Feminino,58,Não,Puducherry,0,18,Nenhuma,Sim,Não,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Não,Débito em Conta,70.1,70.1,0.0,0,1.15,71.25,Novo Cliente,Outros,Outros,0,50-100,> 50,18-24 Meses
92923-JHA,1,0.713846790733761,Masculino,72,Não,Jharkhand,10,27,Promoção 4,Sim,Não,Sim,Fibra Óptica,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Mensal,Sim,Débito em Conta,90.0,2024.1,0.0,0,725.19,2749.29,Permaneceu,Outros,Outros,0,50-100,> 50,>= 24 Meses
45038-BIH,1,0.7327271021888445,Feminino,25,Sim,Bihar,7,14,Nenhuma,Sim,Não,Sim,Fibra Óptica,Sim,Não,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Débito em Conta,74.55,233.65,0.0,0,30.3,263.95,Novo Cliente,Outros,Outros,0,50-100,20-35,12-18 Meses
68216-ODI,1,0.6750076641672167,Feminino,56,Sim,Odisha,6,21,Nenhuma,Sim,Sim,Sim,Fibra Óptica,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,94.4,4014.6,0.0,0,1728.72,5743.32,Permaneceu,Outros,Outros,0,50-100,> 50,18-24 Meses
48234-KAR,1,0.8048578821695506,Masculino,24,Sim,Karnataka,7,6,Nenhuma,Sim,Não,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,94.9,3848.0,0.0,0,1770.79,5618.79,Permaneceu,Outros,Outros,0,50-100,20-35,6-12 Meses
58156-KAR,1,0.8966386014774129,Feminino,56,Sim,Karnataka,8,23,Nenhuma,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Sim,Não,Mensal,Sim,Débito em Conta,93.0,2248.05,0.0,40,1125.84,3413.89,Permaneceu,Outros,Outros,0,50-100,> 50,18-24 Meses
33852-ASS,1,0.7739073130347975,Feminino,42,Não,Assam,14,25,Promoção 5,Sim,Não,Sim,Cabo,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,66.25,546.45,0.0,0,205.76,752.21,Permaneceu,Outros,Outros,0,50-100,36-50,>= 24 Meses
95287-TAM,1,0.776487796521453,Masculino,72,Sim,Tamil Nadu,2,28,Promoção 2,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Mensal,Sim,Débito em Conta,104.35,6578.55,0.0,0,558.35,7136.9,Permaneceu,Outros,Outros,0,> 100,> 50,>= 24 Meses
74782-GUJ,1,0.6518645505446411,Masculino,50,Sim,Gujarat,15,27,Nenhuma,Não,Não,Sim,DSL,Não,Sim,Não,Não,Sim,Não,Não,Não,Mensal,Não,Débito em Conta,39.2,849.9,0.0,50,0.0,899.9,Permaneceu,Outros,Outros,0,20-50,36-50,>= 24 Meses
86362-ASS,1,0.8205813997192065,Feminino,35,Sim,Assam,15,11,Nenhuma,Sim,Não,Sim,Fibra Óptica,Não,Não,Não,Sim,Não,Não,Não,Sim,Mensal,Sim,Cheque por Correio,74.3,74.3,0.0,0,39.55,113.85,Novo Cliente,Outros,Outros,0,50-100,20-35,6-12 Meses
63298-MAH,1,0.7484285228339739,Feminino,38,Não,Maharashtra,11,32,Promoção 5,Sim,Não,Sim,DSL,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Não,Débito em Conta,44.8,169.65,0.0,0,103.6,273.25,Permaneceu,Outros,Outros,0,20-50,36-50,>= 24 Meses
77371-BIH,1,0.7937367328788342,Masculino,56,Sim,Bihar,12,6,Nenhuma,Sim,Não,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Não,Débito em Conta,70.2,760.05,0.0,0,11.11,771.16,Permaneceu,Outros,Outros,0,50-100,> 50,6-12 Meses
14528-TAM,1,0.8057672068094255,Feminino,22,Sim,Tamil Nadu,10,1,Promoção 3,Sim,Não,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Débito em Conta,76.1,2093.4,30.14,0,1071.09,3134.35,Permaneceu,Outros,Outros,0,50-100,20-35,< 6 Meses
82080-BIH,1,0.7305711282774489,Masculino,57,Não,Bihar,6,10,Nenhuma,Não,Não,Sim,Cabo,Sim,Não,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Débito em Conta,30.2,469.65,0.0,0,0.0,469.65,Permaneceu,Outros,Outros,0,20-50,> 50,6-12 Meses
12516-TAM,1,0.861800111117399,Feminino,25,Sim,Tamil Nadu,3,30,Promoção 3,Sim,Não,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,101.4,3143.65,0.0,0,600.78,3744.43,Permaneceu,Outros,Outros,0,> 100,20-35,>= 24 Meses
13058-MAD,1,0.8582941184510728,Feminino,58,Não,Madhya Pradesh,13,22,Nenhuma,Sim,Não,Sim,DSL,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque por Correio,46.1,130.15,0.0,0,7.98,138.13,Novo Cliente,Outros,Outros,0,20-50,> 50,18-24 Meses
33911-TEL,1,0.8767298204566668,Feminino,47,Não,Telangana,12,1,Nenhuma,Sim,Não,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,88.85,929.45,0.0,0,327.6,1257.05,Permaneceu,Outros,Outros,0,50-100,36-50,< 6 Meses
31404-UTT,1,0.8368398697972492,Feminino,29,Sim,Uttar Pradesh,0,6,Promoção 3,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Débito em Conta,88.8,3340.55,0.0,0,39.96,3380.51,Permaneceu,Outros,Outros,0,50-100,20-35,6-12 Meses
