Customer_ID,Gênero,Idade,Casado,Estado,Número_de_Indicações,Tempo_de_Contrato_Meses,Promoção,Serviço_Telefônico,Múltiplas_Linhas,Serviço_de_Internet,Tipo_de_Internet,Segurança_Online,Backup_Online,Proteção_de_Dispositivo,Suporte_Premium,TV_Streaming,Filmes_Streaming,Música_Streaming,Dados_Ilimitados,Contrato,Fatura_Digital,Método_de_Pagamento,Cobrança_Mensal,Total_Cobrado,Total_Reembolsos,Cobranças_Extras_de_Dados,Cobranças_de_Ligações_Longas,Receita_Total,Status_do_Cliente,Categoria_de_Churn,Motivo_de_Churn,Status_do_Churn,Faixa_Carga_Mensal,Faixa_Idade,Faixa_Tempo_Contrato
18203-UTT,Feminino,42,Não,Uttar Pradesh,3,13,,Não,,Sim,Cabo,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,Dois Anos,Sim,Cheque por Correio,44.55,343.45,0.0,0,0.0,343.45,Permaneceu,,,0,20-50,36-50,12-18 Meses
86512-HAR,Masculino,44,Não,Haryana,8,19,Promoção 4,Sim,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,99.5,1056.95,0.0,0,341.88,1398.83,Churned,Insatisfação,Problemas com rede,1,50-100,36-50,18-24 Meses
85850-HAR,Feminino,47,Não,Haryana,10,30,,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Um Ano,Sim,Débito em Conta,96.5,5673.7,0.0,0,1339.56,7013.26,Permaneceu,,,0,50-100,36-50,>= 24 Meses
57339-JHA,Masculino,30,Sim,Jharkhand,8,26,,Sim,Sim,Sim,Fibra Óptica,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Cartão de Crédito,105.35,5794.45,0.0,0,2127.44,7921.89,Permaneceu,,,0,> 100,20-35,>= 24 Meses
81567-GUJ,Feminino,39,Não,Gujarat,4,20,,Sim,Não,Não,,,,,,,,,,Um Ano,Não,Cartão de Crédito,20.1,730.1,0.0,0,844.74,1574.84,Permaneceu,,,0,20-50,36-50,18-24 Meses
44500-MAD,Feminino,27,Sim,Madhya Pradesh,3,7,,Sim,Não,Não,,,,,,,,,,Dois Anos,Não,Débito em Conta,20.2,1376.5,0.0,0,1624.95,3001.45,Permaneceu,,,0,20-50,20-35,6-12 Meses
46860-BIH,Masculino,28,Sim,Bihar,5,6,Promoção 1,Sim,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois Anos,Não,Débito em Conta,115.15,8349.45,0.0,0,2571.12,10920.57,Permaneceu,,,0,> 100,20-35,6-12 Meses
45565-BIH,Feminino,78,Não,Bihar,14,12,Promoção 1,Sim,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Dois Anos,Sim,Cartão de Crédito,113.0,7987.6,0.0,0,3234.0,11221.6,Permaneceu,,,0,> 100,> 50,12-18 Meses
74498-HAR,Feminino,37,Não,Haryana,4,7,,Não,,Sim,Cabo,Sim,Não,Não,Não,Não,Não,Não,Sim,Mensal,Não,Cartão de Crédito,29.8,201.95,0.0,0,0.0,201.95,Permaneceu,,,0,20-50,36-50,6-12 Meses
17735-MAD,Feminino,51,Não,Madhya Pradesh,1,25,,Sim,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Dois Anos,Sim,Débito em Conta,80.8,4860.85,17.17,0,2652.28,7495.96,Permaneceu,,,0,50-100,> 50,>= 24 Meses
83648-PUN,Masculino,27,Não,Punjab,5,14,Promoção 2,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Sim,Sim,Mensal,Não,Débito em Conta,85.5,4713.4,0.0,0,2303.95,7017.35,Permaneceu,,,0,50-100,20-35,12-18 Meses
36905-PUN,Masculino,32,Não,Punjab,13,1,Promoção 2,Sim,Sim,Sim,Cabo,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Dois Anos,Sim,Cartão de Crédito,69.9,4226.7,0.0,0,286.09,4512.79,Permaneceu,,,0,50-100,20-35,< 6 Meses
97739-GUJ,Feminino,82,Sim,Gujarat,12,11,,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Não,Sim,Dois Anos,Sim,Débito em Conta,95.8,1346.3,0.0,0,201.46,1547.76,Permaneceu,,,0,50-100,> 50,6-12 Meses
22025-MAD,Feminino,63,Sim,Madhya Pradesh,14,18,,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Dois Anos,Sim,Débito em Conta,104.15,7689.95,0.0,0,434.16,8124.11,Churned,Preço,Cobranças extras de dados,1,> 100,> 50,18-24 Meses
12341-HAR,Feminino,38,Não,Haryana,9,29,Promoção 4,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Sim,Sim,Sim,Mensal,Não,Débito em Conta,83.05,1799.3,0.0,0,252.12,2051.42,Permaneceu,,,0,50-100,36-50,>= 24 Meses
57048-PUN,Feminino,58,Não,Punjab,7,7,Promoção 5,Sim,Não,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Não,Não,Sim,Mensal,Não,Débito em Conta,83.75,247.25,0.0,0,139.08,386.33,Churned,Atitude,Attitude of support person,1,50-100,> 50,6-12 Meses
68157-AND,Masculino,65,Sim,Andhra Pradesh,5,31,Promoção 2,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Sim,Não,Não,Dois Anos,Não,Débito em Conta,89.45,5294.6,0.0,10,1480.8,6785.4,Permaneceu,,,0,50-100,> 50,>= 24 Meses
19849-BIH,Feminino,35,Sim,Bihar,3,13,,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Não,Débito em Conta,75.25,242.0,0.0,0,53.61,295.61,Churned,Atitude,Atendimento insatisfatório,1,50-100,20-35,12-18 Meses
48018-RAJ,Masculino,39,Não,Rajasthan,1,14,,Sim,Não,Não,,,,,,,,,,Mensal,Não,Cartão de Crédito,19.55,19.55,0.0,0,30.63,50.18,Novo Cliente,,,0,< 20,36-50,12-18 Meses
17661-PUN,Feminino,19,Não,Punjab,2,11,Promoção 5,Sim,Não,Sim,Fibra Óptica,Não,Não,Sim,Não,Não,Não,Sim,Não,Mensal,Não,Cheque por Correio,74.65,544.55,0.0,10,151.06,705.61,Churned,Concorrente,Concorrente ofereceu mais dados,1,50-100,< 20,6-12 Meses
77222-UTT,Feminino,83,Não,Uttarakhand,11,25,Promoção 5,Não,,Sim,DSL,Não,Não,Sim,Não,Não,Não,Não,Sim,Dois Anos,Sim,Débito em Conta,29.9,118.25,0.0,0,0.0,118.25,Permaneceu,,,0,20-50,> 50,>= 24 Meses
65181-MAH,Feminino,71,Não,Maharashtra,10,27,Promoção 2,Sim,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Dois Anos,Sim,Débito em Conta,89.6,5538.8,0.0,0,2633.4,8172.2,Permaneceu,,,0,50-100,> 50,>= 24 Meses
35597-UTT,Feminino,34,Sim,Uttar Pradesh,6,14,,Sim,Não,Sim,Cabo,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Um Ano,Sim,Cartão de Crédito,76.35,2606.35,0.0,0,1615.32,4221.67,Permaneceu,,,0,50-100,20-35,12-18 Meses
35739-TEL,Masculino,33,Não,Telangana,8,25,,Sim,Não,Sim,Fibra Óptica,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Um Ano,Sim,Cartão de Crédito,100.05,5299.65,0.0,0,1850.58,7150.23,Permaneceu,,,0,> 100,20-35,>= 24 Meses
35422-CHH,Feminino,46,Sim,Chhattisgarh,1,24,,Sim,Não,Não,,,,,,,,,,Dois Anos,Não,Cartão de Crédito,20.25,1029.8,0.0,0,415.95,1445.75,Permaneceu,,,0,20-50,36-50,>= 24 Meses
84042-ASS,Feminino,44,Sim,Assam,15,23,Promoção 2,Sim,Não,Não,,,,,,,,,,Dois Anos,Não,Cartão de Crédito,20.65,875.55,0.0,0,346.04,1221.59,Permaneceu,,,0,20-50,36-50,18-24 Meses
19990-GUJ,Feminino,39,Não,Gujarat,2,17,Promoção 4,Sim,Não,Sim,Cabo,Não,Não,Sim,Sim,Não,Não,Não,Não,Mensal,Não,Cartão de Crédito,53.45,718.1,26.37,0,329.29,1021.02,Permaneceu,,,0,50-100,36-50,12-18 Meses
76733-ODI,Feminino,47,Não,Odisha,8,30,Promoção 3,Sim,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,100.25,3527.6,0.0,0,367.15,3894.75,Churned,Concorrente,Concorrente ofereceu maior velocidade,1,> 100,36-50,>= 24 Meses
29772-CHH,Feminino,57,Não,Chhattisgarh,8,12,Promoção 4,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Não,Não,Mensal,Sim,Débito em Conta,80.7,788.8,38.42,50,170.7,971.08,Churned,Concorrente,Concorrente ofereceu mais dados,1,50-100,> 50,12-18 Meses
18775-MAD,Feminino,20,Sim,Madhya Pradesh,0,8,Promoção 3,Sim,Não,Sim,DSL,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois Anos,Não,Débito em Conta,80.8,2369.3,0.0,0,478.2,2847.5,Permaneceu,,,0,50-100,20-35,6-12 Meses
21711-WES,Feminino,41,Não,West Bengal,7,17,,Sim,Não,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,92.95,4122.9,0.0,0,1155.0,5277.9,Permaneceu,,,0,50-100,36-50,12-18 Meses
41283-UTT,Feminino,20,Sim,Uttar Pradesh,9,1,Promoção 2,Sim,Sim,Sim,DSL,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Dois Anos,Sim,Cartão de Crédito,85.3,4107.25,0.0,130,1370.05,5607.3,Permaneceu,,,0,50-100,20-35,< 6 Meses
16562-UTT,Feminino,72,Sim,Uttar Pradesh,10,19,Promoção 2,Sim,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,98.7,5812.6,0.0,0,184.44,5997.04,Churned,Concorrente,Concorrente ofereceu dispositivos melhores,1,50-100,> 50,18-24 Meses
41252-AND,Feminino,44,Sim,Andhra Pradesh,13,1,Promoção 2,Não,,Sim,Cabo,Não,Sim,Não,Não,Não,Não,Não,Sim,Um Ano,Não,Cheque por Correio,30.1,1623.4,11.72,0,0.0,1611.68,Permaneceu,,,0,20-50,36-50,< 6 Meses
16149-ASS,Feminino,66,Sim,Assam,2,7,,Sim,Não,Sim,Fibra Óptica,Não,Sim,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Débito em Conta,73.65,1463.5,0.0,0,107.4,1570.9,Churned,Concorrente,Concorrente ofereceu dispositivos melhores,1,50-100,> 50,6-12 Meses
29740-AND,Masculino,51,Não,Andhra Pradesh,4,1,,Sim,Sim,Sim,Fibra Óptica,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Mensal,Não,Cheque por Correio,98.15,1230.25,0.0,40,43.68,1313.93,Churned,Preço,Taxas de longa distância,1,50-100,> 50,< 6 Meses
29990-BIH,Masculino,21,Sim,Bihar,15,8,,Sim,Não,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Um Ano,Sim,Cartão de Crédito,94.1,5060.9,0.0,140,2644.38,7845.28,Permaneceu,,,0,50-100,20-35,6-12 Meses
99912-WES,Feminino,60,Sim,West Bengal,11,26,Promoção 4,Sim,Não,Não,,,,,,,,,,Um Ano,Não,Débito em Conta,19.65,244.8,0.0,0,430.69,675.49,Permaneceu,,,0,< 20,> 50,>= 24 Meses
84345-KER,Feminino,27,Não,Kerala,6,4,,Sim,Não,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cartão de Crédito,69.9,497.3,0.0,0,216.93,714.23,Permaneceu,,,0,50-100,20-35,< 6 Meses
72780-AND,Feminino,30,Não,Andhra Pradesh,5,31,Promoção 2,Sim,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Um Ano,Sim,Débito em Conta,99.0,4298.45,0.0,0,269.64,4568.09,Permaneceu,,,0,50-100,20-35,>= 24 Meses
95147-WES,Feminino,36,Não,West Bengal,5,28,Promoção 2,Sim,Sim,Sim,Fibra Óptica,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Dois Anos,Sim,Débito em Conta,104.1,6700.05,0.0,0,2568.8,9268.85,Permaneceu,,,0,> 100,36-50,>= 24 Meses
74512-ASS,Masculino,31,Não,Assam,2,16,,Sim,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Um Ano,Sim,Cartão de Crédito,109.2,5290.45,0.0,0,233.24,5523.69,Permaneceu,,,0,> 100,20-35,12-18 Meses
58830-BIH,Feminino,52,Sim,Bihar,11,30,,Sim,Não,Não,,,,,,,,,,Dois Anos,Não,Débito em Conta,20.3,1296.15,0.0,0,149.42,1445.57,Permaneceu,,,0,20-50,> 50,>= 24 Meses
93516-BIH,Masculino,41,Sim,Bihar,9,17,,Sim,Não,Sim,Fibra Óptica,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,96.2,3183.4,0.0,0,806.72,3990.12,Churned,Atitude,Attitude of support person,1,50-100,36-50,12-18 Meses
84954-GUJ,Feminino,41,Sim,Gujarat,9,10,Promoção 4,Sim,Não,Não,,,,,,,,,,Um Ano,Sim,Cartão de Crédito,20.0,196.35,0.0,0,541.09,737.44,Permaneceu,,,0,20-50,36-50,6-12 Meses
27402-AND,Masculino,25,Não,Andhra Pradesh,14,35,Promoção 5,Sim,Não,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque por Correio,70.8,70.8,0.0,0,30.6,101.4,Churned,Concorrente,Concorrente fez oferta melhor,1,50-100,20-35,>= 24 Meses
86403-MAH,Masculino,35,Sim,Maharashtra,6,11,,Sim,Não,Não,,,,,,,,,,Um Ano,Não,Cartão de Crédito,19.8,677.05,29.21,0,1616.16,2264.0,Permaneceu,,,0,< 20,20-35,6-12 Meses
76097-RAJ,Feminino,33,Sim,Rajasthan,1,26,Promoção 5,Sim,Não,Sim,Cabo,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,89.55,89.55,0.0,0,42.46,132.01,Churned,Concorrente,Concorrente ofereceu dispositivos melhores,1,50-100,20-35,>= 24 Meses
31601-DEL,Feminino,31,Sim,Delhi,2,10,,Sim,Não,Não,,,,,,,,,,Mensal,Não,Cartão de Crédito,19.65,19.65,0.0,0,42.42,62.07,Novo Cliente,,,0,< 20,20-35,6-12 Meses
75261-AND,Feminino,58,Sim,Andhra Pradesh,1,5,Promoção 1,Sim,Sim,Não,,,,,,,,,,Dois Anos,Não,Débito em Conta,24.25,1641.8,45.75,0,2744.82,4340.87,Permaneceu,,,0,20-50,> 50,< 6 Meses
58352-TAM,Feminino,54,Sim,Tamil Nadu,0,6,,Sim,Não,Sim,Cabo,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Dois Anos,Sim,Cartão de Crédito,70.65,5011.15,0.0,0,3104.64,8115.79,Permaneceu,,,0,50-100,> 50,6-12 Meses
28608-MAH,Feminino,51,Sim,Maharashtra,12,2,Promoção 3,Sim,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Um Ano,Sim,Cartão de Crédito,90.1,2312.55,47.79,0,666.38,2931.14,Permaneceu,,,0,50-100,> 50,< 6 Meses
74651-WES,Feminino,30,Sim,West Bengal,7,23,,Não,,Sim,DSL,Não,Sim,Não,Não,Não,Não,Não,Sim,Mensal,Não,Cartão de Crédito,29.2,98.5,0.0,0,0.0,98.5,Novo Cliente,,,0,20-50,20-35,18-24 Meses
77683-BIH,Feminino,64,Sim,Bihar,13,17,,Não,,Sim,Cabo,Não,Não,Não,Sim,Sim,Não,Não,Sim,Dois Anos,Sim,Débito em Conta,39.0,2337.45,0.0,0,0.0,2337.45,Permaneceu,,,0,20-50,> 50,12-18 Meses
91093-JAM,Feminino,28,Não,Jammu & Kashmir,5,3,Promoção 1,Sim,Sim,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Cartão de Crédito,99.45,7007.6,0.0,0,3367.2,10374.8,Churned,Concorrente,Concorrente fez oferta melhor,1,50-100,20-35,< 6 Meses
68305-DEL,Feminino,35,Sim,Delhi,13,2,Promoção 3,Sim,Não,Sim,DSL,Não,Não,Sim,Não,Não,Não,Não,Sim,Um Ano,Não,Cartão de Crédito,50.35,1285.8,0.0,0,120.12,1405.92,Permaneceu,,,0,50-100,20-35,< 6 Meses
33999-ODI,Feminino,26,Não,Odisha,11,35,,Não,,Sim,DSL,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,50.85,2036.55,0.0,0,0.0,2036.55,Permaneceu,,,0,50-100,20-35,>= 24 Meses
58134-AND,Masculino,45,Não,Andhra Pradesh,12,16,,Sim,Não,Sim,DSL,Não,Não,Não,Sim,Não,Não,Não,Sim,Um Ano,Sim,Cartão de Crédito,51.45,1758.9,0.0,0,1586.97,3345.87,Permaneceu,,,0,50-100,36-50,12-18 Meses
59961-UTT,Masculino,39,Sim,Uttarakhand,12,3,Promoção 1,Sim,Sim,Sim,Cabo,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Dois Anos,Não,Débito em Conta,80.85,5824.75,0.0,10,699.84,6534.59,Permaneceu,,,0,50-100,36-50,< 6 Meses
42358-BIH,Feminino,53,Não,Bihar,9,35,,Sim,Não,Sim,DSL,Não,Não,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Débito em Conta,54.2,140.4,0.0,0,124.14,264.54,Novo Cliente,,,0,50-100,> 50,>= 24 Meses
11543-WES,Feminino,35,Sim,West Bengal,0,7,,Sim,Não,Sim,DSL,Sim,Não,Não,Não,Não,Não,Não,Sim,Mensal,Não,Débito em Conta,49.4,874.8,0.0,0,375.48,1250.28,Churned,Outro,Falecimento do cliente,1,20-50,20-35,6-12 Meses
35494-JHA,Feminino,82,Não,Jharkhand,1,12,,Sim,Não,Sim,DSL,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Um Ano,Sim,Débito em Conta,60.65,3975.9,0.0,0,2757.4,6733.3,Permaneceu,,,0,50-100,> 50,12-18 Meses
89793-TAM,Feminino,60,Não,Tamil Nadu,8,16,Promoção 4,Sim,Não,Sim,Cabo,Não,Não,Não,Sim,Não,Não,Não,Sim,Mensal,Não,Cartão de Crédito,48.8,953.65,0.0,0,76.57,1030.22,Permaneceu,,,0,20-50,> 50,12-18 Meses
69444-HAR,Masculino,73,Não,Haryana,7,2,,Sim,Não,Sim,DSL,Não,Não,Não,Não,Não,Não,Não,Sim,Dois Anos,Sim,Cartão de Crédito,45.75,344.2,29.0,0,287.98,603.18,Permaneceu,,,0,20-50,> 50,< 6 Meses
59658-JAM,Feminino,24,Não,Jammu & Kashmir,6,10,,Sim,Não,Não,,,,,,,,,,Mensal,Sim,Cheque por Correio,20.1,20.1,0.0,0,4.11,24.21,Churned,Concorrente,Concorrente fez oferta melhor,1,20-50,20-35,6-12 Meses
31562-JHA,Feminino,66,Sim,Jharkhand,9,15,Promoção 2,Sim,Não,Sim,Fibra Óptica,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Um Ano,Não,Cartão de Crédito,94.8,5264.3,0.0,0,591.92,5856.22,Permaneceu,,,0,50-100,> 50,12-18 Meses
16936-GUJ,Feminino,29,Não,Gujarat,4,28,Promoção 5,Sim,Não,Não,,,,,,,,,,Mensal,Não,Débito em Conta,20.0,137.6,0.0,0,112.28,249.88,Churned,Atitude,Attitude of support person,1,20-50,20-35,>= 24 Meses
36531-JAM,Masculino,58,Não,Jammu & Kashmir,6,14,Promoção 5,Sim,Não,Sim,Fibra Óptica,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Não,Débito em Conta,96.5,492.55,0.0,0,104.3,596.85,Churned,Concorrente,Concorrente fez oferta melhor,1,50-100,> 50,12-18 Meses
72864-RAJ,Feminino,76,Sim,Rajasthan,5,13,Promoção 1,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Dois Anos,Sim,Débito em Conta,100.8,6690.75,0.0,0,1851.96,8542.71,Permaneceu,,,0,> 100,> 50,12-18 Meses
81375-HAR,Feminino,44,Não,Haryana,15,21,,Sim,Não,Não,,,,,,,,,,Um Ano,Não,Cartão de Crédito,19.45,136.75,0.0,0,344.12,480.87,Permaneceu,,,0,< 20,36-50,18-24 Meses
71564-KAR,Feminino,48,Não,Karnataka,6,5,,Sim,Não,Não,,,,,,,,,,Mensal,Não,Cartão de Crédito,19.05,19.05,0.0,0,5.02,24.07,Novo Cliente,,,0,< 20,36-50,< 6 Meses
78977-UTT,Feminino,71,Sim,Uttar Pradesh,11,5,Promoção 5,Sim,Não,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Não,Sim,Dois Anos,Sim,Débito em Conta,69.7,572.85,0.0,0,334.8,907.65,Permaneceu,,,0,50-100,> 50,< 6 Meses
41402-PUN,Feminino,42,Sim,Punjab,15,35,Promoção 2,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Um Ano,Sim,Cartão de Crédito,106.05,6703.5,0.0,0,933.1,7636.6,Permaneceu,,,0,> 100,36-50,>= 24 Meses
18928-UTT,Feminino,64,Não,Uttar Pradesh,2,18,,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Sim,Não,Não,Não,Não,Mensal,Não,Débito em Conta,90.55,5116.6,0.0,40,156.8,5313.4,Permaneceu,,,0,50-100,> 50,18-24 Meses
66926-HAR,Masculino,35,Não,Haryana,7,6,,Sim,Sim,Não,,,,,,,,,,Um Ano,Sim,Cheque por Correio,24.85,962.25,0.0,0,1339.06,2301.31,Permaneceu,,,0,20-50,20-35,6-12 Meses
76279-MAH,Masculino,31,Não,Maharashtra,3,32,,Sim,Não,Sim,DSL,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Dois Anos,Sim,Débito em Conta,74.35,4317.35,0.0,0,1406.19,5723.54,Permaneceu,,,0,50-100,20-35,>= 24 Meses
11264-MAH,Feminino,27,Sim,Maharashtra,14,17,Promoção 5,Não,,Sim,DSL,Não,Não,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Débito em Conta,-4.0,24.8,0.0,0,0.0,24.8,Churned,Insatisfação,Insatisfação com o produto,1,< 20,20-35,12-18 Meses
82992-JAM,Feminino,62,Não,Jammu & Kashmir,15,19,Promoção 3,Sim,Não,Sim,Fibra Óptica,Não,Não,Não,Não,Sim,Sim,Sim,Não,Um Ano,Sim,Cheque por Correio,89.1,3342.0,0.0,90,1143.42,4575.42,Permaneceu,,,0,50-100,> 50,18-24 Meses
72873-JAM,Masculino,44,Não,Jammu & Kashmir,2,12,Promoção 4,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Débito em Conta,-7.0,825.7,0.0,0,237.38,1063.08,Churned,Concorrente,Concorrente fez oferta melhor,1,< 20,36-50,12-18 Meses
41429-ODI,Feminino,45,Sim,Odisha,5,30,,Sim,Não,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cartão de Crédito,69.05,1815.65,0.0,0,975.26,2790.91,Permaneceu,,,0,50-100,36-50,>= 24 Meses
98408-AND,Feminino,30,Não,Andhra Pradesh,4,3,,Sim,Não,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Dois Anos,Sim,Débito em Conta,80.45,5886.85,0.0,0,933.12,6819.97,Permaneceu,,,0,50-100,20-35,< 6 Meses
97033-BIH,Feminino,74,Sim,Bihar,0,9,Promoção 3,Sim,Sim,Sim,Fibra Óptica,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Mensal,Sim,Débito em Conta,101.5,2917.65,0.0,0,1440.6,4358.25,Permaneceu,,,0,> 100,> 50,6-12 Meses
41631-JAM,Masculino,26,Sim,Jammu & Kashmir,9,21,,Sim,Não,Não,,,,,,,,,,Mensal,Não,Cheque por Correio,19.55,19.55,0.0,0,38.44,57.99,Churned,Concorrente,Concorrente fez oferta melhor,1,< 20,20-35,18-24 Meses
83908-DEL,Feminino,47,Sim,Delhi,15,28,Promoção 5,Sim,Não,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Débito em Conta,70.85,70.85,0.0,0,27.05,97.9,Churned,Insatisfação,Problemas com rede,1,50-100,36-50,>= 24 Meses
57274-PUN,Feminino,56,Não,Punjab,15,24,,Sim,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Um Ano,Sim,Débito em Conta,78.45,5333.35,0.0,0,507.96,5841.31,Permaneceu,,,0,50-100,> 50,>= 24 Meses
35014-HAR,Feminino,74,Sim,Haryana,6,28,,Sim,Sim,Sim,Fibra Óptica,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito em Conta,103.5,6479.4,0.0,0,1142.82,7622.22,Permaneceu,,,0,> 100,> 50,>= 24 Meses
22364-UTT,Masculino,57,Sim,Uttar Pradesh,14,21,,Sim,Não,Sim,DSL,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Cartão de Crédito,-9.0,4663.4,0.0,0,2385.6,7049.0,Permaneceu,,,0,< 20,> 50,18-24 Meses
25757-JHA,Masculino,41,Não,Jharkhand,13,33,Promoção 4,Sim,Não,Não,,,,,,,,,,Mensal,Não,Cartão de Crédito,20.6,414.95,0.0,0,89.3,504.25,Permaneceu,,,0,20-50,36-50,>= 24 Meses
15418-PUN,Feminino,62,Não,Punjab,2,31,,Sim,Não,Não,,,,,,,,,,Um Ano,Não,Débito em Conta,19.8,229.6,0.0,0,451.8,681.4,Churned,Atitude,Attitude of support person,1,< 20,> 50,>= 24 Meses
56083-AND,Feminino,24,Sim,Andhra Pradesh,3,3,,Sim,Não,Sim,Fibra Óptica,Não,Não,Não,Não,Não,Não,Sim,Sim,Mensal,Não,Débito em Conta,70.25,2868.05,0.0,0,1671.98,4540.03,Churned,Atitude,Attitude of support person,1,50-100,20-35,< 6 Meses
43524-MAD,Masculino,33,Não,Madhya Pradesh,14,15,Promoção 3,Sim,Não,Sim,DSL,Não,Sim,Não,Sim,Não,Não,Não,Sim,Um Ano,Sim,Cartão de Crédito,54.75,1266.35,15.76,0,997.5,2248.09,Permaneceu,,,0,50-100,20-35,12-18 Meses
46192-KAR,Feminino,29,Não,Karnataka,9,12,Promoção 1,Sim,Sim,Sim,Fibra Óptica,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois Anos,Sim,Cartão de Crédito,113.15,7993.3,0.0,0,2016.4,10009.7,Permaneceu,,,0,> 100,20-35,12-18 Meses
59491-TAM,Feminino,20,Sim,Tamil Nadu,6,8,Promoção 2,Sim,Sim,Não,,,,,,,,,,Dois Anos,Sim,Cartão de Crédito,25.15,1327.15,0.0,0,739.2,2066.35,Churned,Insatisfação,Insatisfação com o serviço,1,20-50,20-35,6-12 Meses
